Code,Name,Market,Marcap
222160,NPX,KOSDAQ,79551289560
037760,쎄니트,KOSDAQ,79507364350
302430,이노메트리,KOSDAQ,79452320640
061250,화일약품,KOSDAQ,79377823721
006090,사조오양,KOSPI,79339462380
162300,신스틸,KOSDAQ,79334753766
039020,이건홀딩스,KOSDAQ,79272328590
009770,삼정펄프,KOSPI,79249080700
226330,신테카바이오,KOSDAQ,79203920875
049470,비트플래닛,KOSDAQ,79110862656
373200,엑스플러스,KOSDAQ,78736408100
159580,제로투세븐,KOSDAQ,78728259480
317870,엔바이오니아,KOSDAQ,78692865500
069730,DSR제강,KOSPI,78480000000
001550,조비,KOSPI,78454731290
004590,한국가구,KOSDAQ,78450000000
094850,참좋은여행,KOSDAQ,78400000000
145170,노브랜드,KOSDAQ,78370457175
043710,서울리거,KOSDAQ,78339071550
033170,시그네틱스,KOSDAQ,78184226928
004830,덕성,KOSPI,78008000000
016090,대현,KOSPI,77981147910
480370,씨케이솔루션,KOSPI,77955379200
246690,TS인베스트먼트,KOSDAQ,77830055534
076610,해성옵틱스,KOSDAQ,77742493280
043650,국순당,KOSDAQ,77505039360
446840,지슨,KOSDAQ,77446814698
067920,이글루,KOSDAQ,77412677760
053350,이니텍,KOSDAQ,77404043475
066430,아이로보틱스,KOSDAQ,77367268576
012790,신일제약,KOSDAQ,77312376750
002795,아모레퍼시픽홀딩스우,KOSPI,77260802300
222420,쎄노텍,KOSDAQ,77218635984
127710,아시아경제,KOSDAQ,77218265130
033310,엠투엔,KOSDAQ,77066895168
058730,다스코,KOSPI,76900391955
153710,옵티팜,KOSDAQ,76723880340
260930,씨티케이,KOSDAQ,76689408315
331380,포커스에이아이,KOSDAQ,76166999150
039240,경남스틸,KOSDAQ,76082483280
900260,로스웰,KOSDAQ,76041074312
306040,에스제이그룹,KOSDAQ,75769559040
004540,깨끗한나라,KOSPI,75598606790
0013V0,삼진식품,KOSDAQ,75580158720
321260,프로이천,KOSDAQ,75554785120
180060,탑선,KONEX,75342187960
003925,남양유업우,KOSPI,75300000000
027050,코리아나,KOSDAQ,75160000000
479960,위너스,KOSDAQ,75086960000
024900,디와이덕양,KOSPI,75062278900
950200,소마젠,KOSDAQ,74924426435
234100,폴라리스세원,KOSDAQ,74884463370
155650,와이엠씨,KOSDAQ,74853842310
036000,예림당,KOSDAQ,74746228865
460870,에스엠씨지,KOSDAQ,74672690880
037230,한국팩키지,KOSDAQ,74649819135
299900,위지윅스튜디오,KOSDAQ,74577313424
010280,아이티센엔텍,KOSDAQ,74566734970
052220,iMBC,KOSDAQ,74520000000
017480,삼현철강,KOSDAQ,74431698600
060310,3S,KOSDAQ,74335715040
003780,진양산업,KOSPI,74230000000
065500,오리엔트정공,KOSDAQ,73965479200
129260,인터지스,KOSPI,73923466890
457370,한켐,KOSDAQ,73849632800
024910,경창산업,KOSDAQ,73787150300
010470,오리콤,KOSDAQ,73526807000
072130,유엔젤,KOSPI,73504087800
198440,강동씨앤엘,KOSDAQ,73422934680
289220,자이언트스텝,KOSDAQ,73407207090
038060,루멘스,KOSDAQ,73357180225
001620,케이비아이동국실업,KOSPI,73342107429
153460,네이블,KOSDAQ,73332057220
072470,우리산업홀딩스,KOSDAQ,73282883080
246960,SCL사이언스,KOSDAQ,73136651050
000220,유유제약,KOSPI,72983624035
040610,SG&G,KOSDAQ,72946599440
072990,에이치시티,KOSDAQ,72925976180
206560,덱스터,KOSDAQ,72804623640
170790,파이오링크,KOSDAQ,72673725600
372910,한컴라이프케어,KOSPI,72645315750
104540,코렌텍,KOSDAQ,72623003200
219550,디와이디,KOSDAQ,72490948110
001465,BYC우,KOSPI,72477052500
347740,피엔케이피부임상연구센타,KOSDAQ,72475541040
047400,유니온머티리얼,KOSPI,72198000000
042110,에스씨디,KOSDAQ,72011050360
459550,알트,KOSDAQ,71944497030
036120,서울평가정보,KOSDAQ,71871525000
234920,자이글,KOSDAQ,71849132100
155660,DSR,KOSPI,71840000000
393210,토마토시스템,KOSDAQ,71592684240
317530,캐리소프트,KOSDAQ,71554067380
082210,옵트론텍,KOSDAQ,71500009850
040350,크레오에스지,KOSDAQ,71445147852
099410,동방선기,KOSDAQ,71120000000
015710,코콤,KOSDAQ,70998525000
002140,고려산업,KOSPI,70952664125
095910,에스에너지,KOSDAQ,70677642555
318160,셀바이오휴먼텍,KOSDAQ,70619479560
068330,일신바이오,KOSDAQ,70524743300
333620,엔시스,KOSDAQ,70516377920
291650,압타머사이언스,KOSDAQ,70490168092
036670,삼양케이씨아이,KOSDAQ,70437500000
111110,호전실업,KOSPI,70413760000
000910,유니온,KOSPI,70330343595
250030,진코스텍,KONEX,70308031300
006370,대구백화점,KOSPI,70232255390
006980,우성,KOSPI,69988500000
37550K,DL이앤씨우,KOSPI,69652510750
073640,테라사이언스,KOSDAQ,69571715580
080010,이상네트웍스,KOSDAQ,69337250550
332370,아이디피,KOSDAQ,69288849720
039420,케이엘넷,KOSDAQ,69185186910
002760,보락,KOSPI,69124600000
288620,에스퓨얼셀,KOSDAQ,68885848920
092440,기신정기,KOSPI,68620000000
199550,레이저옵텍,KOSDAQ,68565771690
063440,SM Life Design,KOSDAQ,68445351998
196300,HLB펩,KOSDAQ,68306475300
064240,홈캐스트,KOSDAQ,68104814713
007370,진양제약,KOSDAQ,68058036405
010240,흥국,KOSDAQ,68011860000
009835,한화솔루션우,KOSPI,67860446150
037330,인지디스플레,KOSDAQ,67802671080
373160,데이원컴퍼니,KOSDAQ,67518523410
089150,케이씨티,KOSDAQ,67485250000
122310,제노레이,KOSDAQ,67311528500
087260,모바일어플라이언스,KOSDAQ,67221657965
109860,동일금속,KOSDAQ,67067000000
092780,DYP,KOSPI,67027461400
002630,오리엔트바이오,KOSPI,66999397825
050960,수산아이앤티,KOSDAQ,66834900000
070300,엑스큐어,KOSDAQ,66774778470
049550,잉크테크,KOSDAQ,66661341800
065170,비엘팜텍,KOSDAQ,66574396305
005670,푸드웰,KOSDAQ,66500000000
054300,팬스타엔터프라이즈,KOSDAQ,66435844860
452300,캡스톤파트너스,KOSDAQ,66384130925
185490,아이진,KOSDAQ,66141569520
352910,오비고,KOSDAQ,65969326440
452200,민테크,KOSDAQ,65935664530
092300,현우산업,KOSDAQ,65912778560
189980,흥국에프엔비,KOSDAQ,65826036280
061040,알에프텍,KOSDAQ,65782980950
256630,포인트엔지니어링,KOSDAQ,65652685504
218150,미래생명자원,KOSDAQ,65636803430
021050,서원,KOSPI,65609883380
173940,에프엔씨엔터,KOSDAQ,65419434000
143540,영우디에스피,KOSDAQ,65294246280
053270,구영테크,KOSDAQ,65236763900
177900,쓰리에이로직스,KOSDAQ,65176640000
052790,액토즈소프트,KOSDAQ,65151168500
407400,꿈비,KOSDAQ,65050503630
430690,한싹,KOSDAQ,65045102190
078590,휴림에이텍,KOSDAQ,64946828050
049800,우진플라임,KOSPI,64800000000
088910,동우팜투테이블,KOSDAQ,64579410000
096630,에스코넥,KOSDAQ,64537253808
025560,미래산업,KOSPI,64505391060
232830,아이티센피엔에스,KOSDAQ,64481531400
004410,서울식품,KOSPI,64311672168
004780,대륙제관,KOSDAQ,64169407965
378850,화승알앤에이,KOSPI,64103477625
004910,조광페인트,KOSPI,64000000000
097800,윈팩,KOSDAQ,63995157401
238120,얼라인드,KOSDAQ,63842298240
263690,디알젬,KOSDAQ,63763184300
0010V0,제이피아이헬스케어,KOSDAQ,63715392000
089790,제이티,KOSDAQ,63646715210
261200,덴티스,KOSDAQ,63554994000
014190,원익큐브,KOSDAQ,63507431364
005305,롯데칠성우,KOSPI,63497889000
351330,이삭엔지니어링,KOSDAQ,63407178000
303360,프로티아,KOSDAQ,63303799225
198080,캐프,KOSDAQ,63205767975
033830,티비씨,KOSDAQ,63000000000
384470,코어라인소프트,KOSDAQ,62903155460
009190,대양금속,KOSPI,62888462000
004920,씨아이테크,KOSPI,62876745760
297570,알로이스,KOSDAQ,62768268234
045340,토탈소프트,KOSDAQ,62730433200
419080,엔젯,KOSDAQ,62721754190
008370,원풍,KOSDAQ,62640000000
215090,솔디펜스,KOSDAQ,62636063005
011330,유니켐,KOSPI,62590358878
001840,이화공영,KOSDAQ,62588831935
066360,체리부로,KOSDAQ,62577379575
053980,오상자이엘,KOSDAQ,62548269985
004770,써니전자,KOSPI,62457583442
046310,백금T&A,KOSDAQ,62390835800
365590,하이딥,KOSDAQ,62377593330
237820,플레이디,KOSDAQ,62275764700
093240,형지엘리트,KOSPI,62126942108
114450,그린생명과학,KOSDAQ,62100000000
090410,덕신이피씨,KOSDAQ,62075275965
094970,제이엠티,KOSDAQ,62052229200
294090,이오플로우,KOSDAQ,61997566450
004450,삼화왕관,KOSPI,61830677300
137080,나래나노텍,KOSDAQ,61711574760
053620,태양,KOSDAQ,61576000000
100030,인지소프트,KOSDAQ,61569637500
035460,기산텔레콤,KOSDAQ,61516374800
357250,미래에셋맵스리츠,KOSPI,61487958300
072770,멤레이비티,KOSDAQ,61437905040
450330,하스,KOSDAQ,61401322500
067170,오텍,KOSDAQ,61335838670
465480,인스피언,KOSDAQ,61333520600
041650,상신브레이크,KOSPI,60978918000
413640,비아이매트릭스,KOSDAQ,60898643000
033560,블루콤,KOSDAQ,60876000000
471820,셀로맥스사이언스,KOSDAQ,60809489020
369370,블리츠웨이엔터테인먼트,KOSDAQ,60793859509
340440,세림B&G,KOSDAQ,60729698960
239890,피엔에이치테크,KOSDAQ,60707463050
017180,명문제약,KOSPI,60505055028
007120,미래아이앤지,KOSPI,60500683760
419120,산돌,KOSDAQ,60492467820
364950,에이아이코리아,KOSDAQ,60481084050
200350,아티스트스튜디오,KOSDAQ,60475951250
014990,인디에프,KOSPI,60465960975
122350,삼기,KOSDAQ,60384599100
038010,제일테크노스,KOSDAQ,60300000000
000890,보해양조,KOSPI,60220376244
053950,경남제약,KOSDAQ,60095318302
361570,알비더블유,KOSDAQ,60073478190
466410,사이냅소프트,KOSDAQ,60041314160
052460,아이크래프트,KOSDAQ,60038616960
196450,코아시아씨엠,KOSDAQ,60003126568
311390,네오크레마,KOSDAQ,59978959860
104200,NHN벅스,KOSDAQ,59977439750
277070,린드먼아시아,KOSDAQ,59902500000
037950,엘컴텍,KOSDAQ,59873290971
403490,우듬지팜,KOSDAQ,59528473344
007680,대원,KOSDAQ,59500647450
223310,사토시홀딩스,KOSDAQ,59202811850
038070,서린바이오,KOSDAQ,59063387240
452160,제이엔비,KOSDAQ,58955440510
007815,코리아써우,KOSPI,58819449600
054780,키이스트,KOSDAQ,58776801070
003465,유화증권우,KOSPI,58546023750
001210,금호전기,KOSPI,58476678435
440290,HB인베스트먼트,KOSDAQ,58451163750
123010,알엔티엑스,KOSDAQ,58383679180
023350,한국종합기술,KOSPI,58363500000
219750,한국비티비,KOSDAQ,58295354535
28513K,SK케미칼우,KOSPI,58280068950
075180,새론오토모티브,KOSPI,58176000000
099520,DGI,KOSDAQ,58141862016
123700,SJM,KOSPI,57972196070
010770,평화홀딩스,KOSPI,57697463370
221840,하이즈항공,KOSDAQ,57691230685
079000,와토스코리아,KOSDAQ,57672000000
006920,모헨즈,KOSDAQ,57657600000
189690,포시에스,KOSDAQ,57512744745
245620,EDGC,KOSDAQ,57474989665
066130,하츠,KOSDAQ,57472000000
105760,포스뱅크,KOSDAQ,57400462680
273060,와이즈버즈,KOSDAQ,57372544734
150900,파수,KOSDAQ,57232178580
088340,유라클,KOSDAQ,57173220800
219420,링크제니시스,KOSDAQ,56888754720
000950,전방,KOSPI,56868000000
003475,유안타증권우,KOSPI,56749171740
100660,서암기계공업,KOSDAQ,56700000000
352700,씨앤투스,KOSDAQ,56626717345
033200,모아텍,KOSDAQ,56608180750
122690,서진오토모티브,KOSDAQ,56543956700
133820,화인베스틸,KOSPI,56488272044
012280,영화금속,KOSPI,56365974955
090080,평화산업,KOSPI,56274815475
190650,코리아에셋투자증권,KOSDAQ,56214400000
011300,우성머티리얼스,KOSPI,56131591926
056700,신화인터텍,KOSDAQ,55939374720
053160,프리엠스,KOSDAQ,55920000000
476080,M83,KOSDAQ,55865160000
048770,TPC로보틱스,KOSDAQ,55806358005
026940,부국철강,KOSPI,55800000000
025530,SJM홀딩스,KOSPI,55778519880
179530,애드바이오텍,KOSDAQ,55693352900
033540,파라텍,KOSDAQ,55642342515
051490,나라엠앤디,KOSDAQ,55522000000
340930,유일에너테크,KOSDAQ,55513882710
260660,알리코제약,KOSDAQ,55483816020
043910,자연과환경,KOSDAQ,55448422473
388610,지에프씨생명과학,KOSDAQ,55423759050
314140,알피바이오,KOSDAQ,55378046790
432430,와이랩,KOSDAQ,55137788800
126640,화신정공,KOSDAQ,54932610970
171010,램테크놀러지,KOSDAQ,54835713920
217480,에스디생명공학,KOSDAQ,54756837359
307280,원바이오젠,KOSDAQ,54699574170
355390,크라우드웍스,KOSDAQ,54675547290
332290,누보,KOSDAQ,54629129076
215380,우정바이오,KOSDAQ,54527826240
007530,와이엠,KOSDAQ,54522865950
013720,THE CUBE&,KOSDAQ,54502016128
229000,젠큐릭스,KOSDAQ,54470483625
064480,브리지텍,KOSDAQ,54383875000
373170,엠아이큐브솔루션,KOSDAQ,54182937150
065130,탑엔지니어링,KOSDAQ,54173540000
106240,파인테크닉스,KOSDAQ,54083593355
097870,효성오앤비,KOSDAQ,54081300000
032960,동일기연,KOSDAQ,54080805150
003080,SB성보,KOSPI,54054000000
007610,선도전기,KOSPI,54000000000
189860,서전기전,KOSDAQ,53731241200
103840,우양,KOSDAQ,53600051700
250000,보라티알,KOSDAQ,53465805360
032860,더라미,KOSDAQ,53282143297
023960,에쓰씨엔지니어링,KOSPI,53250365000
300120,라온피플,KOSDAQ,53216817200
002410,범양건영,KOSPI,53173451700
263700,케어랩스,KOSDAQ,53000766000
460470,아이빔테크놀로지,KOSDAQ,52993391850
012160,영흥,KOSPI,52884014184
066670,디티씨,KOSDAQ,52804668350
444530,심플랫폼,KOSDAQ,52777089750
199480,뱅크웨어글로벌,KOSDAQ,52716359960
073540,에프알텍,KOSDAQ,52668000000
086040,바이오톡스텍,KOSDAQ,52662215100
258610,케일럼,KOSDAQ,52611460846
148250,알엔투테크놀로지,KOSDAQ,52606632260
290090,트윔,KOSDAQ,52602694760
069410,엔텔스,KOSDAQ,52555947120
081580,성우전자,KOSDAQ,52339982625
417860,오브젠,KOSDAQ,52276563780
027740,마니커,KOSPI,52206229416
026040,제이에스티나,KOSDAQ,52151976400
057540,옴니시스템,KOSDAQ,52148167304
160550,NEW,KOSDAQ,52128606008
006490,인스코비,KOSPI,52116852438
335810,프리시젼바이오,KOSDAQ,52020329220
241840,에이스토리,KOSDAQ,51897567360
060850,영림원소프트랩,KOSDAQ,51794470000
009320,아진전자부품,KOSPI,51616859190
096610,알에프세미,KOSDAQ,51550708615
091590,남화토건,KOSDAQ,51538600000
434480,모니터랩,KOSDAQ,51457054000
031310,아이즈비전,KOSDAQ,51392333850
129890,앱코,KOSDAQ,51375439056
011420,갤럭시아에스엠,KOSPI,51352536416
073110,엘엠에스,KOSDAQ,51328506350
006125,SK디스커버리우,KOSPI,51177342750
016600,큐캐피탈,KOSDAQ,51156921144
320000,한울반도체,KOSDAQ,51116428650
020760,일진디스플,KOSPI,50984432422
087600,픽셀플러스,KOSDAQ,50959321920
376180,피코그램,KOSDAQ,50950049310
263810,상신전자,KOSDAQ,50879815875
097780,에코볼트,KOSDAQ,50796139104
363250,진시스템,KOSDAQ,50795040540
044960,이글벳,KOSDAQ,50757160245
038880,아이에이,KOSDAQ,50722358625
128540,에코캡,KOSDAQ,50711874000
186230,그린플러스,KOSDAQ,50615071380
008420,문배철강,KOSPI,50438622300
393970,대진첨단소재,KOSDAQ,50428566500
051390,YW,KOSDAQ,50417833920
464500,아이언디바이스,KOSDAQ,50095881540
178780,일월지엠엘,KOSDAQ,50046238575
376290,씨유테크,KOSDAQ,49970725000
224110,에이텍모빌리티,KOSDAQ,49929000000
002290,삼일기업공사,KOSDAQ,49910000000
263770,유에스티,KOSDAQ,49888862060
481850,신한글로벌액티브리츠,KOSPI,49825402944
025880,케이씨피드,KOSDAQ,49813256840
003060,에이프로젠바이오로직스,KOSPI,49800369095
043340,에쎈테크,KOSDAQ,49780000000
000215,DL우,KOSPI,49571781000
288980,모아데이타,KOSDAQ,49515056819
002920,유성기업,KOSPI,49481882500
001380,SG글로벌,KOSPI,49370629014
006050,국영지앤엠,KOSDAQ,49306978359
020180,대신정보통신,KOSDAQ,48996866625
119500,포메탈,KOSDAQ,48988304320
140430,카티스,KOSDAQ,48957945724
220180,핸디소프트,KOSDAQ,48818917680
052600,한네트,KOSDAQ,48798814000
019770,서연탑메탈,KOSDAQ,48755250000
420570,제이투케이바이오,KOSDAQ,48709533390
336060,웨이버스,KOSDAQ,48684907200
363260,모비데이즈,KOSDAQ,48599454959
011230,삼화전자,KOSPI,48489436050
257990,나우코스,KONEX,48309414400
308170,씨티알모빌리티,KOSPI,48129900000
450520,인스웨이브,KOSDAQ,48083970060
140520,대창스틸,KOSDAQ,47917981610
35320K,대덕전자1우,KOSPI,47882609150
082660,코스나인,KOSDAQ,47827617120
286750,나노실리칸첨단소재,KOSDAQ,47722996930
057030,YBM넷,KOSDAQ,47714638725
001000,신라섬유,KOSDAQ,47705366100
418250,시큐레터,KOSDAQ,47629012750
200580,메디쎄이,KONEX,47544768040
203450,유니온바이오메트릭스,KOSDAQ,47516648625
058110,멕아이씨에스,KOSDAQ,47509568800
464280,티디에스팜,KOSDAQ,47502700000
466910,엔에이치스팩30호,KOSDAQ,47502000000
080520,오디텍,KOSDAQ,47497539315
051630,진양화학,KOSPI,47276000000
037370,EG,KOSDAQ,47178596840
271830,팸텍,KOSDAQ,46977891786
023440,제이스코홀딩스,KOSDAQ,46964378481
424760,벨로크,KOSDAQ,46874611290
153490,우리이앤엘,KOSDAQ,46795320000
354200,엔젠바이오,KOSDAQ,46541726000
068050,팬엔터테인먼트,KOSDAQ,46387577300
022220,티케이지애강,KOSDAQ,46356148205
069460,대호에이엘,KOSPI,46322278464
050860,아세아텍,KOSDAQ,46237500000
200230,텔콘RF제약,KOSDAQ,46184861242
016670,디모아,KOSDAQ,46179880020
208860,다산디엠씨,KOSDAQ,46171963280
383930,디티앤씨알오,KOSDAQ,46086781440
065650,하이퍼코퍼레이션,KOSDAQ,46082607375
065950,웰크론,KOSDAQ,46017022260
049830,승일,KOSDAQ,45990840000
469750,아이비젼웍스,KOSDAQ,45930489173
200780,비씨월드제약,KOSDAQ,45906371600
008250,이건산업,KOSPI,45891540650
206400,베노티앤알,KOSDAQ,45874923234
351870,차이커뮤니케이션,KOSDAQ,45870238620
359090,씨엔알리서치,KOSDAQ,45804161449
014570,고려제약,KOSDAQ,45705000000
475660,에스켐,KOSDAQ,45517252900
073570,리튬포어스,KOSDAQ,45501100596
008870,금비,KOSPI,45500000000
123570,이엠넷,KOSDAQ,45443199120
024120,KB오토시스,KOSDAQ,45425000000
083550,케이엠,KOSDAQ,45392858935
475460,미트박스,KOSDAQ,45297111750
101240,씨큐브,KOSDAQ,45291996300
035200,프럼파스트,KOSDAQ,45247243500
080530,코디,KOSDAQ,45241363125
000760,이화산업,KOSPI,45192000000
254120,자비스,KOSDAQ,45178022630
258790,소프트캠프,KOSDAQ,45159250188
005030,부산주공,KOSPI,45092532168
317240,TS트릴리온,KOSDAQ,45078019113
290560,파라택시스이더리움,KOSDAQ,45060900950
277410,인산가,KOSDAQ,45018283860
462510,라메디텍,KOSDAQ,44983151150
256150,한독크린텍,KOSDAQ,44913250000
356890,싸이버원,KOSDAQ,44826843750
270520,앱튼,KOSDAQ,44822325516
074610,이엔플러스,KOSPI,44815400070
003535,한화투자증권우,KOSPI,44784000000
066910,손오공,KOSDAQ,44778286716
263020,디케이앤디,KOSDAQ,44759932310
195500,마니커에프앤지,KOSDAQ,44738400000
239610,에이치엘사이언스,KOSDAQ,44646712200
122830,원포유,KONEX,44182427765
288330,파라택시스코리아,KOSDAQ,44128768736
057680,티사이언티픽,KOSDAQ,44102822119
318020,포인트모바일,KOSDAQ,44100060120
002880,디와이에이,KOSPI,44014329295
296640,이노에이엑스,KOSDAQ,43963359480
351320,넥사다이내믹스,KOSDAQ,43953990160
002360,SH에너지화학,KOSPI,43897823350
290120,DH오토리드,KOSDAQ,43833169730
133750,메가엠디,KOSDAQ,43771233990
462980,아이지넷,KOSDAQ,43762648800
046390,삼화네트웍스,KOSDAQ,43734181129
455180,케이지에이,KOSDAQ,43619737500
195990,에이비프로바이오,KOSDAQ,43618926572
145270,케이탑리츠,KOSPI,43543061244
109820,진매트릭스,KOSDAQ,43540421400
025750,한솔홈데코,KOSPI,43424615311
039290,인포뱅크,KOSDAQ,43382950220
013810,스페코,KOSDAQ,43233636500
357430,마스턴프리미어리츠,KOSPI,43134504098
038870,에코심플렉스,KOSDAQ,43025893430
465770,STX그린로지스,KOSPI,42954481680
131100,티엔엔터테인먼트,KOSDAQ,42952636368
032790,엠젠솔루션,KOSDAQ,42937137232
429270,시지트로닉스,KOSDAQ,42887386150
084870,TBH글로벌,KOSPI,42756478950
007720,소노스퀘어,KOSDAQ,42638590350
239340,이스트에이드,KOSDAQ,42546882818
025440,DH오토웨어,KOSDAQ,42537227328
451700,엔에이치스팩29호,KOSDAQ,42476000000
238490,힘스,KOSDAQ,42364323820
387570,파인메딕스,KOSDAQ,42363027000
270870,뉴트리,KOSDAQ,42275029280
075970,동국알앤에스,KOSDAQ,42228000000
043200,파루,KOSDAQ,42222358150
147760,피엠티,KOSDAQ,42197477400
398120,에스지헬스케어,KOSDAQ,42132991715
086060,진바이오텍,KOSDAQ,42105770430
204020,그리티,KOSDAQ,42013797120
347770,핌스,KOSDAQ,41965529112
221980,케이디켐,KOSDAQ,41961920000
159910,에코글로우,KOSDAQ,41868388000
021880,메이슨캐피탈,KOSDAQ,41800328376
045510,정원엔시스,KOSDAQ,41775451724
33637K,솔루스첨단소재1우,KOSPI,41680108190
257370,피엔티엠에스,KOSDAQ,41641187130
114630,폴라리스우노,KOSDAQ,41599190204
045060,오공,KOSDAQ,41592546170
027040,서울전자통신,KOSDAQ,41474952812
317120,라닉스,KOSDAQ,41430900000
019490,엑시큐어하이트론,KOSPI,41349858070
228340,동양파일,KOSDAQ,41300000000
290270,휴네시온,KOSDAQ,41264951240
065370,위세아이텍,KOSDAQ,41202463320
064520,테크엘,KOSDAQ,41148305142
002870,신풍,KOSPI,41111431200
318410,비비씨,KOSDAQ,40831036050
340810,시선AI,KOSDAQ,40746877890
090150,아이윈,KOSDAQ,40702784796
075130,플랜티넷,KOSDAQ,40641572400
017040,광명전기,KOSPI,40390657180
012620,원일특강,KOSDAQ,40304000000
298060,에스씨엠생명과학,KOSDAQ,40136483808
148780,비큐AI,KOSDAQ,40124745100
001810,무림SP,KOSDAQ,40113150000
050120,ES큐브,KOSDAQ,40014053700
309930,조이웍스앤코,KOSDAQ,39913888240
067730,로지시스,KOSDAQ,39808189030
169330,엠브레인,KOSDAQ,39747712060
452980,신한제11호스팩,KOSDAQ,39738310000
064090,인크레더블버즈,KOSDAQ,39694710510
318000,KBG,KOSDAQ,39680612420
263920,휴엠앤씨,KOSDAQ,39628465040
134790,시디즈,KOSPI,39620000000
010640,진양폴리,KOSPI,39579000000
019175,신풍제약우,KOSPI,39565740100
000040,KR모터스,KOSPI,39473459088
353590,오토앤,KOSDAQ,39399244200
464580,닷밀,KOSDAQ,39204969570
017000,신원종합개발,KOSDAQ,39029550315
032580,피델릭스,KOSDAQ,38963307264
187220,디티앤씨,KOSDAQ,38896648875
021650,한국큐빅,KOSDAQ,38832587125
187270,신화콘텍,KOSDAQ,38749487900
059100,아이컴포넌트,KOSDAQ,38748312800
005820,원림,KOSPI,38674835100
130500,GH신소재,KOSDAQ,38326212020
118000,메타케어,KOSPI,38306352172
053290,NE능률,KOSDAQ,38175769170
038620,위즈코프,KOSDAQ,38091920895
099390,브레인즈컴퍼니,KOSDAQ,38045391705
274400,이노시뮬레이션,KOSDAQ,37890675810
177830,파버나인,KOSDAQ,37850532555
146060,율촌,KOSDAQ,37776530935
056730,CNT85,KOSDAQ,37722593674
290520,신도기연,KOSDAQ,37672941130
376980,원티드랩,KOSDAQ,37649448870
262840,아이퀘스트,KOSDAQ,37618350900
285800,진영,KOSDAQ,37576130500
109960,앱토크롬,KOSDAQ,37534175730
014910,성문전자,KOSPI,37528910269
006200,한국전자홀딩스,KOSPI,37395705664
112190,KC산업,KONEX,37352312597
225220,제놀루션,KOSDAQ,37324590845
210120,캔버스엔,KOSDAQ,37180291252
291230,엔피,KOSDAQ,37128642550
142760,모아라이프플러스,KOSDAQ,37106942400
310870,디와이씨,KOSDAQ,37092276903
102950,아하,KONEX,37069375975
303530,이노뎁,KOSDAQ,37063459950
438700,버넥트,KOSDAQ,37001034800
009140,경인전자,KOSPI,36992269350
333050,이노테나,KOSDAQ,36944602326
071850,캐스텍코리아,KOSDAQ,36925147636
243870,아이티센코어,KONEX,36852118940
090370,메타랩스,KOSPI,36809130342
462310,뉴키즈온,KOSDAQ,36792118895
342870,오아,KOSDAQ,36679825810
005320,온타이드,KOSPI,36512618460
027580,상보,KOSDAQ,36455667864
162120,루켄테크놀러지스,KONEX,36258956500
196490,디에이테크놀로지,KOSDAQ,36245520080
377220,프롬바이오,KOSDAQ,36236800000
006740,블루산업개발,KOSPI,36236473968
060540,에스에이티,KOSDAQ,36063962280
049120,파인디앤씨,KOSDAQ,36045656920
431190,케이쓰리아이,KOSDAQ,36009786020
284620,카이노스메드,KOSDAQ,35965517911
044480,빌리언스,KOSDAQ,35895358960
038530,케이바이오랩스,KOSDAQ,35871447570
094860,네오리진,KOSDAQ,35857099992
023150,MH에탄올,KOSPI,35785851100
038950,파인디지털,KOSDAQ,35737677500
068940,셀피글로벌,KOSDAQ,35720093048
131220,대한과학,KOSDAQ,35707007100
440320,오픈놀,KOSDAQ,35633750000
009810,플레이그램,KOSPI,35632807500
051380,피씨디렉트,KOSDAQ,35588967040
033050,제이엠아이,KOSDAQ,35576641464
004365,세방우,KOSPI,35564370000
301300,바이브컴퍼니,KOSDAQ,35517722400
367000,플래티어,KOSDAQ,35482115610
002420,세기상사,KOSPI,35461491120
001070,대한방직,KOSPI,35404000000
208710,포톤,KOSDAQ,35388654420
337840,유엑스엔,KONEX,35369143200
123840,뉴온,KOSDAQ,35328140385
263050,유틸렉스,KOSDAQ,35324626904
079170,한창산업,KOSDAQ,35308000000
354390,바스칸바이오제약,KONEX,35091235000
335870,윙스풋,KOSDAQ,34924736205
101000,KS인더스트리,KOSDAQ,34845272292
013000,세우글로벌,KOSPI,34790497572
004870,티웨이홀딩스,KOSPI,34741192658
900300,오가닉티코스메틱,KOSDAQ,34638672888
002690,동일제강,KOSPI,34591813440
236810,엔비티,KOSDAQ,34460114780
089140,넥스턴앤롤코리아,KOSDAQ,34384945330
009730,이렘,KOSDAQ,34382392954
446440,에피바이오텍,KONEX,34303290730
303030,지니틱스,KOSDAQ,34248960988
024890,대원화성,KOSPI,34236796160
446070,유니드비티플러스,KOSPI,34221168375
397810,애드포러스,KOSDAQ,34215905100
224060,더코디,KOSDAQ,34163979640
019660,글로본,KOSDAQ,34163615850
024940,PN풍년,KOSDAQ,34100000000
014130,한익스프레스,KOSPI,34080000000
066900,디에이피,KOSDAQ,33934798476
018680,서울제약,KOSDAQ,33812025100
088790,진도,KOSPI,33795624960
002025,코오롱우,KOSPI,33768716700
252500,세화피앤씨,KOSDAQ,33728435070
068100,케이웨더,KOSDAQ,33576013840
405920,나라셀라,KOSDAQ,33482997600
900340,윙입푸드,KOSDAQ,33470067120
048470,대동스틸,KOSDAQ,33437250000
008470,부스타,KOSDAQ,33409080000
015260,에이엔피,KOSPI,33405877846
227420,도부,KONEX,33403079780
